,time,player,wood,food,gold,stone,vils,mils
18287,457100,Mr.Gold,4708,4571,5028,3428,18,18
18291,457200,Mr.Gold,4709,4572,5029,3429,18,18
18295,457300,Mr.Gold,4710,4573,5030,3429,18,18
18299,457400,Mr.Gold,4711,4574,5031,3430,18,18
18303,457500,Mr.Gold,4712,4575,5032,3431,18,18
18307,457600,Mr.Gold,4713,4576,5033,3432,18,18
18311,457700,Mr.Gold,4714,4577,5034,3432,18,18
18315,457800,Mr.Gold,4715,4578,5035,3433,18,18
18319,457900,Mr.Gold,4716,4579,5036,3434,18,18
18323,458000,Mr.Gold,4717,4580,5038,3435,18,18
18327,458100,Mr.Gold,4718,4581,5039,3435,18,18
18331,458200,Mr.Gold,4719,4582,5040,3436,18,18
18335,458300,Mr.Gold,4720,4583,5041,3437,18,18
18339,458400,Mr.Gold,4721,4584,5042,3438,18,18
18343,458500,Mr.Gold,4722,4585,5043,3438,18,18
18347,458600,Mr.Gold,4723,4586,5044,3439,18,18
18351,458700,Mr.Gold,4724,4587,5045,3440,18,18
18355,458800,Mr.Gold,4725,4588,5046,3441,18,18
18359,458900,Mr.Gold,4726,4589,5047,3441,18,18
18363,459000,Mr.Gold,4727,4590,5049,3442,18,18
18367,459100,Mr.Gold,4728,4591,5050,3443,18,18
18371,459200,Mr.Gold,4729,4592,5051,3444,18,18
18375,459300,Mr.Gold,4730,4593,5052,3444,18,18
18379,459400,Mr.Gold,4731,4594,5053,3445,18,18
18383,459500,Mr.Gold,4732,4595,5054,3446,18,18
18387,459600,Mr.Gold,4733,4596,5055,3447,18,18
18391,459700,Mr.Gold,4734,4597,5056,3447,18,18
18395,459800,Mr.Gold,4735,4598,5057,3448,18,18
18399,459900,Mr.Gold,4736,4599,5058,3449,18,18
18403,460000,Mr.Gold,4738,4600,5060,3450,18,18
18407,460100,Mr.Gold,4739,4601,5061,3450,18,18
18411,460200,Mr.Gold,4740,4602,5062,3451,18,18
18415,460300,Mr.Gold,4741,4603,5063,3452,18,18
18419,460400,Mr.Gold,4742,4604,5064,3453,18,18
18423,460500,Mr.Gold,4743,4605,5065,3453,18,18
18427,460600,Mr.Gold,4744,4606,5066,3454,18,18
18431,460700,Mr.Gold,4745,4607,5067,3455,18,18
18435,460800,Mr.Gold,4746,4608,5068,3456,18,18
18439,460900,Mr.Gold,4747,4609,5069,3456,18,18
18443,461000,Mr.Gold,4748,4610,5071,3457,18,18
18447,461100,Mr.Gold,4749,4611,5072,3458,18,18
18451,461200,Mr.Gold,4750,4612,5073,3459,18,18
18455,461300,Mr.Gold,4751,4613,5074,3459,18,18
18459,461400,Mr.Gold,4752,4614,5075,3460,18,18
18463,461500,Mr.Gold,4753,4615,5076,3461,18,18
18467,461600,Mr.Gold,4754,4616,5077,3462,18,18
18471,461700,Mr.Gold,4755,4617,5078,3462,18,18
18475,461800,Mr.Gold,4756,4618,5079,3463,18,18
18479,461900,Mr.Gold,4757,4619,5080,3464,18,18
18483,462000,Mr.Gold,4758,4620,5082,3465,18,18
18487,462100,Mr.Gold,4759,4621,5083,3465,18,18
18491,462200,Mr.Gold,4760,4622,5084,3466,18,18
18495,462300,Mr.Gold,4761,4623,5085,3467,18,18
18499,462400,Mr.Gold,4762,4624,5086,3468,18,18
18503,462500,Mr.Gold,4763,4625,5087,3468,18,18
18507,462600,Mr.Gold,4764,4626,5088,3469,18,18
18511,462700,Mr.Gold,4765,4627,5089,3470,18,18
18515,462800,Mr.Gold,4766,4628,5090,3471,18,18
18519,462900,Mr.Gold,4767,4629,5091,3471,18,18
18523,463000,Mr.Gold,4768,4630,5093,3472,18,18
18527,463100,Mr.Gold,4769,4631,5094,3473,18,18
18531,463200,Mr.Gold,4770,4632,5095,3474,18,18
18535,463300,Mr.Gold,4771,4633,5096,3474,18,18
18539,463400,Mr.Gold,4773,4634,5097,3475,18,18
18543,463500,Mr.Gold,4774,4635,5098,3476,18,18
18547,463600,Mr.Gold,4775,4636,5099,3477,18,18
18551,463700,Mr.Gold,4776,4637,5100,3477,18,18
18555,463800,Mr.Gold,4777,4638,5101,3478,18,18
18559,463900,Mr.Gold,4778,4639,5102,3479,18,18
18563,464000,Mr.Gold,4779,4640,5104,3480,18,18
18567,464100,Mr.Gold,4780,4641,5105,3480,18,18
18571,464200,Mr.Gold,4781,4642,5106,3481,18,18
18575,464300,Mr.Gold,4782,4643,5107,3482,18,18
18579,464400,Mr.Gold,4783,4644,5108,3483,18,18
18583,464500,Mr.Gold,4784,4645,5109,3483,18,18
18587,464600,Mr.Gold,4785,4646,5110,3484,18,18
18591,464700,Mr.Gold,4786,4647,5111,3485,18,18
18595,464800,Mr.Gold,4787,4648,5112,3486,18,18
18599,464900,Mr.Gold,4788,4649,5113,3486,18,18
18603,465000,Mr.Gold,4789,4650,5115,3487,18,18
18607,465100,Mr.Gold,4790,4651,5116,3488,18,18
18611,465200,Mr.Gold,4791,4652,5117,3489,18,18
18615,465300,Mr.Gold,4792,4653,5118,3489,18,18
18619,465400,Mr.Gold,4793,4654,5119,3490,18,18
18623,465500,Mr.Gold,4794,4655,5120,3491,18,18
18627,465600,Mr.Gold,4795,4656,5121,3492,18,18
18631,465700,Mr.Gold,4796,4657,5122,3492,18,18
18635,465800,Mr.Gold,4797,4658,5123,3493,18,18
18639,465900,Mr.Gold,4798,4659,5124,3494,18,18
18643,466000,Mr.Gold,4799,4660,5126,3495,18,18
18647,466100,Mr.Gold,4800,4661,5127,3495,18,18
18651,466200,Mr.Gold,4801,4662,5128,3496,18,18
18655,466300,Mr.Gold,4802,4663,5129,3497,18,18
18659,466400,Mr.Gold,4803,4664,5130,3498,18,18
18663,466500,Mr.Gold,4804,4665,5131,3498,18,18
18667,466600,Mr.Gold,4805,4666,5132,3499,18,18
18671,466700,Mr.Gold,4807,4667,5133,3500,18,18
18675,466800,Mr.Gold,4808,4668,5134,3501,18,18
18679,466900,Mr.Gold,4809,4669,5135,3501,18,18
18683,467000,Mr.Gold,4810,4670,5137,3502,18,18
18687,467100,Mr.Gold,4811,4671,5138,3503,18,18
18691,467200,Mr.Gold,4812,4672,5139,3504,18,18
18695,467300,Mr.Gold,4813,4673,5140,3504,18,18
18699,467400,Mr.Gold,4814,4674,5141,3505,18,18
18703,467500,Mr.Gold,4815,4675,5142,3506,18,18
18707,467600,Mr.Gold,4816,4676,5143,3507,18,18
18711,467700,Mr.Gold,4817,4677,5144,3507,18,18
18715,467800,Mr.Gold,4818,4678,5145,3508,18,18
18719,467900,Mr.Gold,4819,4679,5146,3509,18,18
18723,468000,Mr.Gold,4820,4680,5148,3510,18,18
18727,468100,Mr.Gold,4821,4681,5149,3510,18,18
18731,468200,Mr.Gold,4822,4682,5150,3511,18,18
18735,468300,Mr.Gold,4823,4683,5151,3512,18,18
18739,468400,Mr.Gold,4824,4684,5152,3513,18,18
18743,468500,Mr.Gold,4825,4685,5153,3513,18,18
18747,468600,Mr.Gold,4826,4686,5154,3514,18,18
18751,468700,Mr.Gold,4827,4687,5155,3515,18,18
18755,468800,Mr.Gold,4828,4688,5156,3516,18,18
18759,468900,Mr.Gold,4829,4689,5157,3516,18,18
18763,469000,Mr.Gold,4830,4690,5159,3517,18,18
18767,469100,Mr.Gold,4831,4691,5160,3518,18,18
18771,469200,Mr.Gold,4832,4692,5161,3519,18,18
18775,469300,Mr.Gold,4833,4693,5162,3519,18,18
18779,469400,Mr.Gold,4834,4694,5163,3520,18,18
18783,469500,Mr.Gold,4835,4695,5164,3521,18,18
18787,469600,Mr.Gold,4836,4696,5165,3522,18,18
18791,469700,Mr.Gold,4837,4697,5166,3522,18,18
18795,469800,Mr.Gold,4838,4698,5167,3523,18,18
18799,469900,Mr.Gold,4839,4699,5168,3524,18,18
18803,470000,Mr.Gold,4841,4700,5170,3525,18,18
18807,470100,Mr.Gold,4842,4701,5171,3525,18,18
18811,470200,Mr.Gold,4843,4702,5172,3526,18,18
18815,470300,Mr.Gold,4844,4703,5173,3527,18,18
18819,470400,Mr.Gold,4845,4704,5174,3528,18,18
18823,470500,Mr.Gold,4846,4705,5175,3528,18,18
18827,470600,Mr.Gold,4847,4706,5176,3529,18,18
18831,470700,Mr.Gold,4848,4707,5177,3530,18,18
18835,470800,Mr.Gold,4849,4708,5178,3531,18,18
18839,470900,Mr.Gold,4850,4709,5179,3531,18,18
18843,471000,Mr.Gold,4851,4710,5181,3532,18,18
18847,471100,Mr.Gold,4852,4711,5182,3533,18,18
18851,471200,Mr.Gold,4853,4712,5183,3534,18,18
18855,471300,Mr.Gold,4854,4713,5184,3534,18,18
18859,471400,Mr.Gold,4855,4714,5185,3535,18,18
18863,471500,Mr.Gold,4856,4715,5186,3536,18,18
18867,471600,Mr.Gold,4857,4716,5187,3537,18,18
18871,471700,Mr.Gold,4858,4717,5188,3537,18,18
18875,471800,Mr.Gold,4859,4718,5189,3538,18,18
18879,471900,Mr.Gold,4860,4719,5190,3539,18,18
18883,472000,Mr.Gold,4861,4720,5192,3540,18,18
18887,472100,Mr.Gold,4862,4721,5193,3540,18,18
18891,472200,Mr.Gold,4863,4722,5194,3541,18,18
18895,472300,Mr.Gold,4864,4723,5195,3542,18,18
18899,472400,Mr.Gold,4865,4724,5196,3543,18,18
18903,472500,Mr.Gold,4866,4725,5197,3543,18,18
18907,472600,Mr.Gold,4867,4726,5198,3544,18,18
18911,472700,Mr.Gold,4868,4727,5199,3545,18,18
18915,472800,Mr.Gold,4869,4728,5200,3546,18,18
18919,472900,Mr.Gold,4870,4729,5201,3546,18,18
18923,473000,Mr.Gold,4871,4730,5203,3547,18,18
18927,473100,Mr.Gold,4872,4731,5204,3548,18,18
18931,473200,Mr.Gold,4873,4732,5205,3549,18,18
18935,473300,Mr.Gold,4874,4733,5206,3549,18,18
18939,473400,Mr.Gold,4876,4734,5207,3550,18,18
18943,473500,Mr.Gold,4877,4735,5208,3551,18,18
18947,473600,Mr.Gold,4878,4736,5209,3552,18,18
18951,473700,Mr.Gold,4879,4737,5210,3552,18,18
18955,473800,Mr.Gold,4880,4738,5211,3553,18,18
18959,473900,Mr.Gold,4881,4739,5212,3554,18,18
18963,474000,Mr.Gold,4882,4740,5214,3555,18,18
18967,474100,Mr.Gold,4883,4741,5215,3555,18,18
18971,474200,Mr.Gold,4884,4742,5216,3556,18,18
18975,474300,Mr.Gold,4885,4743,5217,3557,18,18
18979,474400,Mr.Gold,4886,4744,5218,3558,18,18
18983,474500,Mr.Gold,4887,4745,5219,3558,18,18
18987,474600,Mr.Gold,4888,4746,5220,3559,18,18
18991,474700,Mr.Gold,4889,4747,5221,3560,18,18
18995,474800,Mr.Gold,4890,4748,5222,3561,18,18
18999,474900,Mr.Gold,4891,4749,5223,3561,18,18
19003,475000,Mr.Gold,4892,4750,5225,3562,19,19
19007,475100,Mr.Gold,4893,4751,5226,3563,19,19
19011,475200,Mr.Gold,4894,4752,5227,3564,19,19
19015,475300,Mr.Gold,4895,4753,5228,3564,19,19
19019,475400,Mr.Gold,4896,4754,5229,3565,19,19
19023,475500,Mr.Gold,4897,4755,5230,3566,19,19
19027,475600,Mr.Gold,4898,4756,5231,3567,19,19
19031,475700,Mr.Gold,4899,4757,5232,3567,19,19
19035,475800,Mr.Gold,4900,4758,5233,3568,19,19
19039,475900,Mr.Gold,4901,4759,5234,3569,19,19
19043,476000,Mr.Gold,4902,4760,5236,3570,19,19
19047,476100,Mr.Gold,4903,4761,5237,3570,19,19
19051,476200,Mr.Gold,4904,4762,5238,3571,19,19
19055,476300,Mr.Gold,4905,4763,5239,3572,19,19
19059,476400,Mr.Gold,4906,4764,5240,3573,19,19
19063,476500,Mr.Gold,4907,4765,5241,3573,19,19
19067,476600,Mr.Gold,4908,4766,5242,3574,19,19
19071,476700,Mr.Gold,4910,4767,5243,3575,19,19
19075,476800,Mr.Gold,4911,4768,5244,3576,19,19
19079,476900,Mr.Gold,4912,4769,5245,3576,19,19
19083,477000,Mr.Gold,4913,4770,5247,3577,19,19
19087,477100,Mr.Gold,4914,4771,5248,3578,19,19
19091,477200,Mr.Gold,4915,4772,5249,3579,19,19
19095,477300,Mr.Gold,4916,4773,5250,3579,19,19
19099,477400,Mr.Gold,4917,4774,5251,3580,19,19
19103,477500,Mr.Gold,4918,4775,5252,3581,19,19
19107,477600,Mr.Gold,4919,4776,5253,3582,19,19
19111,477700,Mr.Gold,4920,4777,5254,3582,19,19
19115,477800,Mr.Gold,4921,4778,5255,3583,19,19
19119,477900,Mr.Gold,4922,4779,5256,3584,19,19
19123,478000,Mr.Gold,4923,4780,5258,3585,19,19
19127,478100,Mr.Gold,4924,4781,5259,3585,19,19
19131,478200,Mr.Gold,4925,4782,5260,3586,19,19
19135,478300,Mr.Gold,4926,4783,5261,3587,19,19
19139,478400,Mr.Gold,4927,4784,5262,3588,19,19
19143,478500,Mr.Gold,4928,4785,5263,3588,19,19
19147,478600,Mr.Gold,4929,4786,5264,3589,19,19
19151,478700,Mr.Gold,4930,4787,5265,3590,19,19
19155,478800,Mr.Gold,4931,4788,5266,3591,19,19
19159,478900,Mr.Gold,4932,4789,5267,3591,19,19
19163,479000,Mr.Gold,4933,4790,5269,3592,19,19
19167,479100,Mr.Gold,4934,4791,5270,3593,19,19
19171,479200,Mr.Gold,4935,4792,5271,3594,19,19
19175,479300,Mr.Gold,4936,4793,5272,3594,19,19
19179,479400,Mr.Gold,4937,4794,5273,3595,19,19
19183,479500,Mr.Gold,4938,4795,5274,3596,19,19
19187,479600,Mr.Gold,4939,4796,5275,3597,19,19
19191,479700,Mr.Gold,4940,4797,5276,3597,19,19
19195,479800,Mr.Gold,4941,4798,5277,3598,19,19
19199,479900,Mr.Gold,4942,4799,5278,3599,19,19
19203,480000,Mr.Gold,4944,4800,5280,3600,19,19
19207,480100,Mr.Gold,4945,4801,5281,3600,19,19
19211,480200,Mr.Gold,4946,4802,5282,3601,19,19
19215,480300,Mr.Gold,4947,4803,5283,3602,19,19
19219,480400,Mr.Gold,4948,4804,5284,3603,19,19
19223,480500,Mr.Gold,4949,4805,5285,3603,19,19
19227,480600,Mr.Gold,4950,4806,5286,3604,19,19
19231,480700,Mr.Gold,4951,4807,5287,3605,19,19
19235,480800,Mr.Gold,4952,4808,5288,3606,19,19
19239,480900,Mr.Gold,4953,4809,5289,3606,19,19
19243,481000,Mr.Gold,4954,4810,5291,3607,19,19
19247,481100,Mr.Gold,4955,4811,5292,3608,19,19
19251,481200,Mr.Gold,4956,4812,5293,3609,19,19
19255,481300,Mr.Gold,4957,4813,5294,3609,19,19
19259,481400,Mr.Gold,4958,4814,5295,3610,19,19
19263,481500,Mr.Gold,4959,4815,5296,3611,19,19
19267,481600,Mr.Gold,4960,4816,5297,3612,19,19
19271,481700,Mr.Gold,4961,4817,5298,3612,19,19
19275,481800,Mr.Gold,4962,4818,5299,3613,19,19
19279,481900,Mr.Gold,4963,4819,5300,3614,19,19
19283,482000,Mr.Gold,4964,4820,5302,3615,19,19
19287,482100,Mr.Gold,4965,4821,5303,3615,19,19
19291,482200,Mr.Gold,4966,4822,5304,3616,19,19
19295,482300,Mr.Gold,4967,4823,5305,3617,19,19
19299,482400,Mr.Gold,4968,4824,5306,3618,19,19
19303,482500,Mr.Gold,4969,4825,5307,3618,19,19
19307,482600,Mr.Gold,4970,4826,5308,3619,19,19
19311,482700,Mr.Gold,4971,4827,5309,3620,19,19
19315,482800,Mr.Gold,4972,4828,5310,3621,19,19
19319,482900,Mr.Gold,4973,4829,5311,3621,19,19
19323,483000,Mr.Gold,4974,4830,5313,3622,19,19
19327,483100,Mr.Gold,4975,4831,5314,3623,19,19
19331,483200,Mr.Gold,4976,4832,5315,3624,19,19
19335,483300,Mr.Gold,4977,4833,5316,3624,19,19
19339,483400,Mr.Gold,4979,4834,5317,3625,19,19
19343,483500,Mr.Gold,4980,4835,5318,3626,19,19
19347,483600,Mr.Gold,4981,4836,5319,3627,19,19
19351,483700,Mr.Gold,4982,4837,5320,3627,19,19
19355,483800,Mr.Gold,4983,4838,5321,3628,19,19
19359,483900,Mr.Gold,4984,4839,5322,3629,19,19
19363,484000,Mr.Gold,4985,4840,5324,3630,19,19
19367,484100,Mr.Gold,4986,4841,5325,3630,19,19
19371,484200,Mr.Gold,4987,4842,5326,3631,19,19
19375,484300,Mr.Gold,4988,4843,5327,3632,19,19
19379,484400,Mr.Gold,4989,4844,5328,3633,19,19
19383,484500,Mr.Gold,4990,4845,5329,3633,19,19
19387,484600,Mr.Gold,4991,4846,5330,3634,19,19
19391,484700,Mr.Gold,4992,4847,5331,3635,19,19
19395,484800,Mr.Gold,4993,4848,5332,3636,19,19
19399,484900,Mr.Gold,4994,4849,5333,3636,19,19
19403,485000,Mr.Gold,4995,4850,5335,3637,19,19
19407,485100,Mr.Gold,4996,4851,5336,3638,19,19
19411,485200,Mr.Gold,4997,4852,5337,3639,19,19
19415,485300,Mr.Gold,4998,4853,5338,3639,19,19
19419,485400,Mr.Gold,4999,4854,5339,3640,19,19
19423,485500,Mr.Gold,5000,4855,5340,3641,19,19
19427,485600,Mr.Gold,5001,4856,5341,3642,19,19
19431,485700,Mr.Gold,5002,4857,5342,3642,19,19
19435,485800,Mr.Gold,5003,4858,5343,3643,19,19
19439,485900,Mr.Gold,5004,4859,5344,3644,19,19
19443,486000,Mr.Gold,5005,4860,5346,3645,19,19
19447,486100,Mr.Gold,5006,4861,5347,3645,19,19
19451,486200,Mr.Gold,5007,4862,5348,3646,19,19
19455,486300,Mr.Gold,5008,4863,5349,3647,19,19
19459,486400,Mr.Gold,5009,4864,5350,3648,19,19
19463,486500,Mr.Gold,5010,4865,5351,3648,19,19
19467,486600,Mr.Gold,5011,4866,5352,3649,19,19
19471,486700,Mr.Gold,5013,4867,5353,3650,19,19
19475,486800,Mr.Gold,5014,4868,5354,3651,19,19
19479,486900,Mr.Gold,5015,4869,5355,3651,19,19
19483,487000,Mr.Gold,5016,4870,5357,3652,19,19
19487,487100,Mr.Gold,5017,4871,5358,3653,19,19
19491,487200,Mr.Gold,5018,4872,5359,3654,19,19
19495,487300,Mr.Gold,5019,4873,5360,3654,19,19
19499,487400,Mr.Gold,5020,4874,5361,3655,19,19
19503,487500,Mr.Gold,5021,4875,5362,3656,19,19
19507,487600,Mr.Gold,5022,4876,5363,3657,19,19
19511,487700,Mr.Gold,5023,4877,5364,3657,19,19
19515,487800,Mr.Gold,5024,4878,5365,3658,19,19
19519,487900,Mr.Gold,5025,4879,5366,3659,19,19
19523,488000,Mr.Gold,5026,4880,5368,3660,19,19
19527,488100,Mr.Gold,5027,4881,5369,3660,19,19
19531,488200,Mr.Gold,5028,4882,5370,3661,19,19
19535,488300,Mr.Gold,5029,4883,5371,3662,19,19
19539,488400,Mr.Gold,5030,4884,5372,3663,19,19
19543,488500,Mr.Gold,5031,4885,5373,3663,19,19
19547,488600,Mr.Gold,5032,4886,5374,3664,19,19
19551,488700,Mr.Gold,5033,4887,5375,3665,19,19
19555,488800,Mr.Gold,5034,4888,5376,3666,19,19
19559,488900,Mr.Gold,5035,4889,5377,3666,19,19
19563,489000,Mr.Gold,5036,4890,5379,3667,19,19
19567,489100,Mr.Gold,5037,4891,5380,3668,19,19
19571,489200,Mr.Gold,5038,4892,5381,3669,19,19
19575,489300,Mr.Gold,5039,4893,5382,3669,19,19
19579,489400,Mr.Gold,5040,4894,5383,3670,19,19
19583,489500,Mr.Gold,5041,4895,5384,3671,19,19
19587,489600,Mr.Gold,5042,4896,5385,3672,19,19
19591,489700,Mr.Gold,5043,4897,5386,3672,19,19
19595,489800,Mr.Gold,5044,4898,5387,3673,19,19
19599,489900,Mr.Gold,5045,4899,5388,3674,19,19
19603,490000,Mr.Gold,5047,4900,5390,3675,19,19
19607,490100,Mr.Gold,5048,4901,5391,3675,19,19
19611,490200,Mr.Gold,5049,4902,5392,3676,19,19
19615,490300,Mr.Gold,5050,4903,5393,3677,19,19
19619,490400,Mr.Gold,5051,4904,5394,3678,19,19
19623,490500,Mr.Gold,5052,4905,5395,3678,19,19
19627,490600,Mr.Gold,5053,4906,5396,3679,19,19
19631,490700,Mr.Gold,5054,4907,5397,3680,19,19
19635,490800,Mr.Gold,5055,4908,5398,3681,19,19
19639,490900,Mr.Gold,5056,4909,5399,3681,19,19
19643,491000,Mr.Gold,5057,4910,5401,3682,19,19
19647,491100,Mr.Gold,5058,4911,5402,3683,19,19
19651,491200,Mr.Gold,5059,4912,5403,3684,19,19
19655,491300,Mr.Gold,5060,4913,5404,3684,19,19
19659,491400,Mr.Gold,5061,4914,5405,3685,19,19
19663,491500,Mr.Gold,5062,4915,5406,3686,19,19
19667,491600,Mr.Gold,5063,4916,5407,3687,19,19
19671,491700,Mr.Gold,5064,4917,5408,3687,19,19
19675,491800,Mr.Gold,5065,4918,5409,3688,19,19
19679,491900,Mr.Gold,5066,4919,5410,3689,19,19
19683,492000,Mr.Gold,5067,4920,5412,3690,19,19
19687,492100,Mr.Gold,5068,4921,5413,3690,19,19
19691,492200,Mr.Gold,5069,4922,5414,3691,19,19
19695,492300,Mr.Gold,5070,4923,5415,3692,19,19
19699,492400,Mr.Gold,5071,4924,5416,3693,19,19
19703,492500,Mr.Gold,5072,4925,5417,3693,19,19
19707,492600,Mr.Gold,5073,4926,5418,3694,19,19
19711,492700,Mr.Gold,5074,4927,5419,3695,19,19
19715,492800,Mr.Gold,5075,4928,5420,3696,19,19
19719,492900,Mr.Gold,5076,4929,5421,3696,19,19
19723,493000,Mr.Gold,5077,4930,5423,3697,19,19
19727,493100,Mr.Gold,5078,4931,5424,3698,19,19
19731,493200,Mr.Gold,5079,4932,5425,3699,19,19
19735,493300,Mr.Gold,5080,4933,5426,3699,19,19
19739,493400,Mr.Gold,5082,4934,5427,3700,19,19
19743,493500,Mr.Gold,5083,4935,5428,3701,19,19
19747,493600,Mr.Gold,5084,4936,5429,3702,19,19
19751,493700,Mr.Gold,5085,4937,5430,3702,19,19
19755,493800,Mr.Gold,5086,4938,5431,3703,19,19
19759,493900,Mr.Gold,5087,4939,5432,3704,19,19
19763,494000,Mr.Gold,5088,4940,5434,3705,19,19
19767,494100,Mr.Gold,5089,4941,5435,3705,19,19
19771,494200,Mr.Gold,5090,4942,5436,3706,19,19
19775,494300,Mr.Gold,5091,4943,5437,3707,19,19
19779,494400,Mr.Gold,5092,4944,5438,3708,19,19
19783,494500,Mr.Gold,5093,4945,5439,3708,19,19
19787,494600,Mr.Gold,5094,4946,5440,3709,19,19
19791,494700,Mr.Gold,5095,4947,5441,3710,19,19
19795,494800,Mr.Gold,5096,4948,5442,3711,19,19
19799,494900,Mr.Gold,5097,4949,5443,3711,19,19
19803,495000,Mr.Gold,5098,4950,5445,3712,19,19
19807,495100,Mr.Gold,5099,4951,5446,3713,19,19
19811,495200,Mr.Gold,5100,4952,5447,3714,19,19
19815,495300,Mr.Gold,5101,4953,5448,3714,19,19
19819,495400,Mr.Gold,5102,4954,5449,3715,19,19
19823,495500,Mr.Gold,5103,4955,5450,3716,19,19
19827,495600,Mr.Gold,5104,4956,5451,3717,19,19
19831,495700,Mr.Gold,5105,4957,5452,3717,19,19
19835,495800,Mr.Gold,5106,4958,5453,3718,19,19
19839,495900,Mr.Gold,5107,4959,5454,3719,19,19
19843,496000,Mr.Gold,5108,4960,5456,3720,19,19
19847,496100,Mr.Gold,5109,4961,5457,3720,19,19
19851,496200,Mr.Gold,5110,4962,5458,3721,19,19
19855,496300,Mr.Gold,5111,4963,5459,3722,19,19
19859,496400,Mr.Gold,5112,4964,5460,3723,19,19
19863,496500,Mr.Gold,5113,4965,5461,3723,19,19
19867,496600,Mr.Gold,5114,4966,5462,3724,19,19
19871,496700,Mr.Gold,5116,4967,5463,3725,19,19
19875,496800,Mr.Gold,5117,4968,5464,3726,19,19
19879,496900,Mr.Gold,5118,4969,5465,3726,19,19
19883,497000,Mr.Gold,5119,4970,5467,3727,19,19
19887,497100,Mr.Gold,5120,4971,5468,3728,19,19
19891,497200,Mr.Gold,5121,4972,5469,3729,19,19
19895,497300,Mr.Gold,5122,4973,5470,3729,19,19
19899,497400,Mr.Gold,5123,4974,5471,3730,19,19
19903,497500,Mr.Gold,5124,4975,5472,3731,19,19
19907,497600,Mr.Gold,5125,4976,5473,3732,19,19
19911,497700,Mr.Gold,5126,4977,5474,3732,19,19
19915,497800,Mr.Gold,5127,4978,5475,3733,19,19
19919,497900,Mr.Gold,5128,4979,5476,3734,19,19
19923,498000,Mr.Gold,5129,4980,5478,3735,19,19
19927,498100,Mr.Gold,5130,4981,5479,3735,19,19
19931,498200,Mr.Gold,5131,4982,5480,3736,19,19
19935,498300,Mr.Gold,5132,4983,5481,3737,19,19
19939,498400,Mr.Gold,5133,4984,5482,3738,19,19
19943,498500,Mr.Gold,5134,4985,5483,3738,19,19
19947,498600,Mr.Gold,5135,4986,5484,3739,19,19
19951,498700,Mr.Gold,5136,4987,5485,3740,19,19
19955,498800,Mr.Gold,5137,4988,5486,3741,19,19
19959,498900,Mr.Gold,5138,4989,5487,3741,19,19
19963,499000,Mr.Gold,5139,4990,5489,3742,19,19
19967,499100,Mr.Gold,5140,4991,5490,3743,19,19
19971,499200,Mr.Gold,5141,4992,5491,3744,19,19
19975,499300,Mr.Gold,5142,4993,5492,3744,19,19
19979,499400,Mr.Gold,5143,4994,5493,3745,19,19
19983,499500,Mr.Gold,5144,4995,5494,3746,19,19
19987,499600,Mr.Gold,5145,4996,5495,3747,19,19
19991,499700,Mr.Gold,5146,4997,5496,3747,19,19
19995,499800,Mr.Gold,5147,4998,5497,3748,19,19
19999,499900,Mr.Gold,5148,4999,5498,3749,19,19
20003,500000,Mr.Gold,5150,5000,5500,3750,20,20
20007,500100,Mr.Gold,5151,5001,5501,3750,20,20
20011,500200,Mr.Gold,5152,5002,5502,3751,20,20
20015,500300,Mr.Gold,5153,5003,5503,3752,20,20
20019,500400,Mr.Gold,5154,5004,5504,3753,20,20
20023,500500,Mr.Gold,5155,5005,5505,3753,20,20
20027,500600,Mr.Gold,5156,5006,5506,3754,20,20
20031,500700,Mr.Gold,5157,5007,5507,3755,20,20
20035,500800,Mr.Gold,5158,5008,5508,3756,20,20
20039,500900,Mr.Gold,5159,5009,5509,3756,20,20
20043,501000,Mr.Gold,5160,5010,5511,3757,20,20
20047,501100,Mr.Gold,5161,5011,5512,3758,20,20
20051,501200,Mr.Gold,5162,5012,5513,3759,20,20
20055,501300,Mr.Gold,5163,5013,5514,3759,20,20
20059,501400,Mr.Gold,5164,5014,5515,3760,20,20
20063,501500,Mr.Gold,5165,5015,5516,3761,20,20
20067,501600,Mr.Gold,5166,5016,5517,3762,20,20
20071,501700,Mr.Gold,5167,5017,5518,3762,20,20
20075,501800,Mr.Gold,5168,5018,5519,3763,20,20
20079,501900,Mr.Gold,5169,5019,5520,3764,20,20
20083,502000,Mr.Gold,5170,5020,5522,3765,20,20
20087,502100,Mr.Gold,5171,5021,5523,3765,20,20
20091,502200,Mr.Gold,5172,5022,5524,3766,20,20
20095,502300,Mr.Gold,5173,5023,5525,3767,20,20
20099,502400,Mr.Gold,5174,5024,5526,3768,20,20
20103,502500,Mr.Gold,5175,5025,5527,3768,20,20
20107,502600,Mr.Gold,5176,5026,5528,3769,20,20
20111,502700,Mr.Gold,5177,5027,5529,3770,20,20
20115,502800,Mr.Gold,5178,5028,5530,3771,20,20
20119,502900,Mr.Gold,5179,5029,5531,3771,20,20
20123,503000,Mr.Gold,5180,5030,5533,3772,20,20
20127,503100,Mr.Gold,5181,5031,5534,3773,20,20
20131,503200,Mr.Gold,5182,5032,5535,3774,20,20
20135,503300,Mr.Gold,5183,5033,5536,3774,20,20
20139,503400,Mr.Gold,5185,5034,5537,3775,20,20
20143,503500,Mr.Gold,5186,5035,5538,3776,20,20
