,time,player,wood,food,gold,stone,vils,mils
6406,160100,TheBooyash,1793,1889,1440,1424,6,8
6410,160200,TheBooyash,1794,1890,1441,1425,6,8
6414,160300,TheBooyash,1795,1891,1442,1426,6,8
6418,160400,TheBooyash,1796,1892,1443,1427,6,8
6422,160500,TheBooyash,1797,1893,1444,1428,6,8
6426,160600,TheBooyash,1798,1895,1445,1429,6,8
6430,160700,TheBooyash,1799,1896,1446,1430,6,8
6434,160800,TheBooyash,1800,1897,1447,1431,6,8
6438,160900,TheBooyash,1802,1898,1448,1432,6,8
6442,161000,TheBooyash,1803,1899,1449,1432,6,8
6446,161100,TheBooyash,1804,1900,1449,1433,6,8
6450,161200,TheBooyash,1805,1902,1450,1434,6,8
6454,161300,TheBooyash,1806,1903,1451,1435,6,8
6458,161400,TheBooyash,1807,1904,1452,1436,6,8
6462,161500,TheBooyash,1808,1905,1453,1437,6,8
6466,161600,TheBooyash,1809,1906,1454,1438,6,8
6470,161700,TheBooyash,1811,1908,1455,1439,6,8
6474,161800,TheBooyash,1812,1909,1456,1440,6,8
6478,161900,TheBooyash,1813,1910,1457,1440,6,8
6482,162000,TheBooyash,1814,1911,1458,1441,6,8
6486,162100,TheBooyash,1815,1912,1458,1442,6,8
6490,162200,TheBooyash,1816,1913,1459,1443,6,8
6494,162300,TheBooyash,1817,1915,1460,1444,6,8
6498,162400,TheBooyash,1818,1916,1461,1445,6,8
6502,162500,TheBooyash,1820,1917,1462,1446,6,8
6506,162600,TheBooyash,1821,1918,1463,1447,6,8
6510,162700,TheBooyash,1822,1919,1464,1448,6,8
6514,162800,TheBooyash,1823,1921,1465,1448,6,8
6518,162900,TheBooyash,1824,1922,1466,1449,6,8
6522,163000,TheBooyash,1825,1923,1467,1450,6,8
6526,163100,TheBooyash,1826,1924,1467,1451,6,8
6530,163200,TheBooyash,1827,1925,1468,1452,6,8
6534,163300,TheBooyash,1828,1926,1469,1453,6,8
6538,163400,TheBooyash,1830,1928,1470,1454,6,8
6542,163500,TheBooyash,1831,1929,1471,1455,6,8
6546,163600,TheBooyash,1832,1930,1472,1456,6,8
6550,163700,TheBooyash,1833,1931,1473,1456,6,8
6554,163800,TheBooyash,1834,1932,1474,1457,6,8
6558,163900,TheBooyash,1835,1934,1475,1458,6,8
6562,164000,TheBooyash,1836,1935,1476,1459,6,8
6566,164100,TheBooyash,1837,1936,1476,1460,6,8
6570,164200,TheBooyash,1839,1937,1477,1461,6,8
6574,164300,TheBooyash,1840,1938,1478,1462,6,8
6578,164400,TheBooyash,1841,1939,1479,1463,6,8
6582,164500,TheBooyash,1842,1941,1480,1464,6,8
6586,164600,TheBooyash,1843,1942,1481,1464,6,8
6590,164700,TheBooyash,1844,1943,1482,1465,6,8
6594,164800,TheBooyash,1845,1944,1483,1466,6,8
6598,164900,TheBooyash,1846,1945,1484,1467,6,8
6602,165000,TheBooyash,1848,1947,1485,1468,6,8
6606,165100,TheBooyash,1849,1948,1485,1469,6,8
6610,165200,TheBooyash,1850,1949,1486,1470,6,8
6614,165300,TheBooyash,1851,1950,1487,1471,6,8
6618,165400,TheBooyash,1852,1951,1488,1472,6,8
6622,165500,TheBooyash,1853,1952,1489,1472,6,8
6626,165600,TheBooyash,1854,1954,1490,1473,6,8
6630,165700,TheBooyash,1855,1955,1491,1474,6,8
6634,165800,TheBooyash,1856,1956,1492,1475,6,8
6638,165900,TheBooyash,1858,1957,1493,1476,6,8
6642,166000,TheBooyash,1859,1958,1494,1477,6,8
6646,166100,TheBooyash,1860,1959,1494,1478,6,8
6650,166200,TheBooyash,1861,1961,1495,1479,6,8
6654,166300,TheBooyash,1862,1962,1496,1480,6,8
6658,166400,TheBooyash,1863,1963,1497,1480,6,8
6662,166500,TheBooyash,1864,1964,1498,1481,6,8
6666,166600,TheBooyash,1865,1965,1499,1482,6,8
6670,166700,TheBooyash,1867,1967,1500,1483,6,8
6674,166800,TheBooyash,1868,1968,1501,1484,6,8
6678,166900,TheBooyash,1869,1969,1502,1485,6,8
6682,167000,TheBooyash,1870,1970,1503,1486,6,8
6686,167100,TheBooyash,1871,1971,1503,1487,6,8
6690,167200,TheBooyash,1872,1972,1504,1488,6,8
6694,167300,TheBooyash,1873,1974,1505,1488,6,8
6698,167400,TheBooyash,1874,1975,1506,1489,6,8
6702,167500,TheBooyash,1876,1976,1507,1490,6,8
6706,167600,TheBooyash,1877,1977,1508,1491,6,8
6710,167700,TheBooyash,1878,1978,1509,1492,6,8
6714,167800,TheBooyash,1879,1980,1510,1493,6,8
6718,167900,TheBooyash,1880,1981,1511,1494,6,8
6722,168000,TheBooyash,1881,1982,1512,1495,6,8
6726,168100,TheBooyash,1882,1983,1512,1496,6,8
6730,168200,TheBooyash,1883,1984,1513,1496,6,8
6734,168300,TheBooyash,1884,1985,1514,1497,6,8
6738,168400,TheBooyash,1886,1987,1515,1498,6,8
6742,168500,TheBooyash,1887,1988,1516,1499,6,8
6746,168600,TheBooyash,1888,1989,1517,1500,6,8
6750,168700,TheBooyash,1889,1990,1518,1501,6,8
6754,168800,TheBooyash,1890,1991,1519,1502,6,8
6758,168900,TheBooyash,1891,1993,1520,1503,6,8
6762,169000,TheBooyash,1892,1994,1521,1504,6,8
6766,169100,TheBooyash,1893,1995,1521,1504,6,8
6770,169200,TheBooyash,1895,1996,1522,1505,6,8
6774,169300,TheBooyash,1896,1997,1523,1506,6,8
6778,169400,TheBooyash,1897,1998,1524,1507,6,8
6782,169500,TheBooyash,1898,2000,1525,1508,6,8
6786,169600,TheBooyash,1899,2001,1526,1509,6,8
6790,169700,TheBooyash,1900,2002,1527,1510,6,8
6794,169800,TheBooyash,1901,2003,1528,1511,6,8
6798,169900,TheBooyash,1902,2004,1529,1512,6,8
6802,170000,TheBooyash,1904,2006,1530,1513,6,8
6806,170100,TheBooyash,1905,2007,1530,1513,6,8
6810,170200,TheBooyash,1906,2008,1531,1514,6,8
6814,170300,TheBooyash,1907,2009,1532,1515,6,8
6818,170400,TheBooyash,1908,2010,1533,1516,6,8
6822,170500,TheBooyash,1909,2011,1534,1517,6,8
6826,170600,TheBooyash,1910,2013,1535,1518,6,8
6830,170700,TheBooyash,1911,2014,1536,1519,6,8
6834,170800,TheBooyash,1912,2015,1537,1520,6,8
6838,170900,TheBooyash,1914,2016,1538,1521,6,8
6842,171000,TheBooyash,1915,2017,1539,1521,6,8
6846,171100,TheBooyash,1916,2018,1539,1522,6,8
6850,171200,TheBooyash,1917,2020,1540,1523,6,8
6854,171300,TheBooyash,1918,2021,1541,1524,6,8
6858,171400,TheBooyash,1919,2022,1542,1525,6,8
6862,171500,TheBooyash,1920,2023,1543,1526,6,8
6866,171600,TheBooyash,1921,2024,1544,1527,6,8
6870,171700,TheBooyash,1923,2026,1545,1528,6,8
6874,171800,TheBooyash,1924,2027,1546,1529,6,8
6878,171900,TheBooyash,1925,2028,1547,1529,6,8
6882,172000,TheBooyash,1926,2029,1548,1530,6,8
6886,172100,TheBooyash,1927,2030,1548,1531,6,8
6890,172200,TheBooyash,1928,2031,1549,1532,6,8
6894,172300,TheBooyash,1929,2033,1550,1533,6,8
6898,172400,TheBooyash,1930,2034,1551,1534,6,8
6902,172500,TheBooyash,1932,2035,1552,1535,6,8
6906,172600,TheBooyash,1933,2036,1553,1536,6,8
6910,172700,TheBooyash,1934,2037,1554,1537,6,8
6914,172800,TheBooyash,1935,2039,1555,1537,6,8
6918,172900,TheBooyash,1936,2040,1556,1538,6,8
6922,173000,TheBooyash,1937,2041,1557,1539,6,8
6926,173100,TheBooyash,1938,2042,1557,1540,6,8
6930,173200,TheBooyash,1939,2043,1558,1541,6,8
6934,173300,TheBooyash,1940,2044,1559,1542,6,8
6938,173400,TheBooyash,1942,2046,1560,1543,6,8
6942,173500,TheBooyash,1943,2047,1561,1544,6,8
6946,173600,TheBooyash,1944,2048,1562,1545,6,8
6950,173700,TheBooyash,1945,2049,1563,1545,6,8
6954,173800,TheBooyash,1946,2050,1564,1546,6,8
6958,173900,TheBooyash,1947,2052,1565,1547,6,8
6962,174000,TheBooyash,1948,2053,1566,1548,6,8
6966,174100,TheBooyash,1949,2054,1566,1549,6,8
6970,174200,TheBooyash,1951,2055,1567,1550,6,8
6974,174300,TheBooyash,1952,2056,1568,1551,6,8
6978,174400,TheBooyash,1953,2057,1569,1552,6,8
6982,174500,TheBooyash,1954,2059,1570,1553,6,8
6986,174600,TheBooyash,1955,2060,1571,1553,6,8
6990,174700,TheBooyash,1956,2061,1572,1554,6,8
6994,174800,TheBooyash,1957,2062,1573,1555,6,8
6998,174900,TheBooyash,1958,2063,1574,1556,6,8
7002,175000,TheBooyash,1960,2065,1575,1557,7,8
7006,175100,TheBooyash,1961,2066,1575,1558,7,8
7010,175200,TheBooyash,1962,2067,1576,1559,7,8
7014,175300,TheBooyash,1963,2068,1577,1560,7,8
7018,175400,TheBooyash,1964,2069,1578,1561,7,8
7022,175500,TheBooyash,1965,2070,1579,1561,7,8
7026,175600,TheBooyash,1966,2072,1580,1562,7,8
7030,175700,TheBooyash,1967,2073,1581,1563,7,8
7034,175800,TheBooyash,1968,2074,1582,1564,7,8
7038,175900,TheBooyash,1970,2075,1583,1565,7,8
7042,176000,TheBooyash,1971,2076,1584,1566,7,8
7046,176100,TheBooyash,1972,2077,1584,1567,7,8
7050,176200,TheBooyash,1973,2079,1585,1568,7,8
7054,176300,TheBooyash,1974,2080,1586,1569,7,8
7058,176400,TheBooyash,1975,2081,1587,1569,7,8
7062,176500,TheBooyash,1976,2082,1588,1570,7,8
7066,176600,TheBooyash,1977,2083,1589,1571,7,8
7070,176700,TheBooyash,1979,2085,1590,1572,7,8
7074,176800,TheBooyash,1980,2086,1591,1573,7,8
7078,176900,TheBooyash,1981,2087,1592,1574,7,8
7082,177000,TheBooyash,1982,2088,1593,1575,7,8
7086,177100,TheBooyash,1983,2089,1593,1576,7,8
7090,177200,TheBooyash,1984,2090,1594,1577,7,8
7094,177300,TheBooyash,1985,2092,1595,1577,7,8
7098,177400,TheBooyash,1986,2093,1596,1578,7,8
7102,177500,TheBooyash,1988,2094,1597,1579,7,8
7106,177600,TheBooyash,1989,2095,1598,1580,7,8
7110,177700,TheBooyash,1990,2096,1599,1581,7,8
7114,177800,TheBooyash,1991,2098,1600,1582,7,8
7118,177900,TheBooyash,1992,2099,1601,1583,7,8
7122,178000,TheBooyash,1993,2100,1602,1584,7,8
7126,178100,TheBooyash,1994,2101,1602,1585,7,8
7130,178200,TheBooyash,1995,2102,1603,1585,7,8
7134,178300,TheBooyash,1996,2103,1604,1586,7,8
7138,178400,TheBooyash,1998,2105,1605,1587,7,8
7142,178500,TheBooyash,1999,2106,1606,1588,7,8
7146,178600,TheBooyash,2000,2107,1607,1589,7,8
7150,178700,TheBooyash,2001,2108,1608,1590,7,8
7154,178800,TheBooyash,2002,2109,1609,1591,7,8
7158,178900,TheBooyash,2003,2111,1610,1592,7,8
7162,179000,TheBooyash,2004,2112,1611,1593,7,8
7166,179100,TheBooyash,2005,2113,1611,1593,7,8
7170,179200,TheBooyash,2007,2114,1612,1594,7,8
7174,179300,TheBooyash,2008,2115,1613,1595,7,8
7178,179400,TheBooyash,2009,2116,1614,1596,7,8
7182,179500,TheBooyash,2010,2118,1615,1597,7,8
7186,179600,TheBooyash,2011,2119,1616,1598,7,8
7190,179700,TheBooyash,2012,2120,1617,1599,7,8
7194,179800,TheBooyash,2013,2121,1618,1600,7,8
7198,179900,TheBooyash,2014,2122,1619,1601,7,8
7202,180000,TheBooyash,2016,2124,1620,1602,7,9
7206,180100,TheBooyash,2017,2125,1620,1602,7,9
7210,180200,TheBooyash,2018,2126,1621,1603,7,9
7214,180300,TheBooyash,2019,2127,1622,1604,7,9
7218,180400,TheBooyash,2020,2128,1623,1605,7,9
7222,180500,TheBooyash,2021,2129,1624,1606,7,9
7226,180600,TheBooyash,2022,2131,1625,1607,7,9
7230,180700,TheBooyash,2023,2132,1626,1608,7,9
7234,180800,TheBooyash,2024,2133,1627,1609,7,9
7238,180900,TheBooyash,2026,2134,1628,1610,7,9
7242,181000,TheBooyash,2027,2135,1629,1610,7,9
7246,181100,TheBooyash,2028,2136,1629,1611,7,9
7250,181200,TheBooyash,2029,2138,1630,1612,7,9
7254,181300,TheBooyash,2030,2139,1631,1613,7,9
7258,181400,TheBooyash,2031,2140,1632,1614,7,9
7262,181500,TheBooyash,2032,2141,1633,1615,7,9
7266,181600,TheBooyash,2033,2142,1634,1616,7,9
7270,181700,TheBooyash,2035,2144,1635,1617,7,9
7274,181800,TheBooyash,2036,2145,1636,1618,7,9
7278,181900,TheBooyash,2037,2146,1637,1618,7,9
7282,182000,TheBooyash,2038,2147,1638,1619,7,9
7286,182100,TheBooyash,2039,2148,1638,1620,7,9
7290,182200,TheBooyash,2040,2149,1639,1621,7,9
7294,182300,TheBooyash,2041,2151,1640,1622,7,9
7298,182400,TheBooyash,2042,2152,1641,1623,7,9
7302,182500,TheBooyash,2044,2153,1642,1624,7,9
7306,182600,TheBooyash,2045,2154,1643,1625,7,9
7310,182700,TheBooyash,2046,2155,1644,1626,7,9
7314,182800,TheBooyash,2047,2157,1645,1626,7,9
7318,182900,TheBooyash,2048,2158,1646,1627,7,9
7322,183000,TheBooyash,2049,2159,1647,1628,7,9
7326,183100,TheBooyash,2050,2160,1647,1629,7,9
7330,183200,TheBooyash,2051,2161,1648,1630,7,9
7334,183300,TheBooyash,2052,2162,1649,1631,7,9
7338,183400,TheBooyash,2054,2164,1650,1632,7,9
7342,183500,TheBooyash,2055,2165,1651,1633,7,9
7346,183600,TheBooyash,2056,2166,1652,1634,7,9
7350,183700,TheBooyash,2057,2167,1653,1634,7,9
7354,183800,TheBooyash,2058,2168,1654,1635,7,9
7358,183900,TheBooyash,2059,2170,1655,1636,7,9
7362,184000,TheBooyash,2060,2171,1656,1637,7,9
7366,184100,TheBooyash,2061,2172,1656,1638,7,9
7370,184200,TheBooyash,2063,2173,1657,1639,7,9
7374,184300,TheBooyash,2064,2174,1658,1640,7,9
7378,184400,TheBooyash,2065,2175,1659,1641,7,9
7382,184500,TheBooyash,2066,2177,1660,1642,7,9
7386,184600,TheBooyash,2067,2178,1661,1642,7,9
7390,184700,TheBooyash,2068,2179,1662,1643,7,9
7394,184800,TheBooyash,2069,2180,1663,1644,7,9
7398,184900,TheBooyash,2070,2181,1664,1645,7,9
7402,185000,TheBooyash,2072,2183,1665,1646,7,9
7406,185100,TheBooyash,2073,2184,1665,1647,7,9
7410,185200,TheBooyash,2074,2185,1666,1648,7,9
7414,185300,TheBooyash,2075,2186,1667,1649,7,9
7418,185400,TheBooyash,2076,2187,1668,1650,7,9
7422,185500,TheBooyash,2077,2188,1669,1650,7,9
7426,185600,TheBooyash,2078,2190,1670,1651,7,9
7430,185700,TheBooyash,2079,2191,1671,1652,7,9
7434,185800,TheBooyash,2080,2192,1672,1653,7,9
7438,185900,TheBooyash,2082,2193,1673,1654,7,9
7442,186000,TheBooyash,2083,2194,1674,1655,7,9
7446,186100,TheBooyash,2084,2195,1674,1656,7,9
7450,186200,TheBooyash,2085,2197,1675,1657,7,9
7454,186300,TheBooyash,2086,2198,1676,1658,7,9
7458,186400,TheBooyash,2087,2199,1677,1658,7,9
7462,186500,TheBooyash,2088,2200,1678,1659,7,9
7466,186600,TheBooyash,2089,2201,1679,1660,7,9
7470,186700,TheBooyash,2091,2203,1680,1661,7,9
7474,186800,TheBooyash,2092,2204,1681,1662,7,9
7478,186900,TheBooyash,2093,2205,1682,1663,7,9
7482,187000,TheBooyash,2094,2206,1683,1664,7,9
7486,187100,TheBooyash,2095,2207,1683,1665,7,9
7490,187200,TheBooyash,2096,2208,1684,1666,7,9
7494,187300,TheBooyash,2097,2210,1685,1666,7,9
7498,187400,TheBooyash,2098,2211,1686,1667,7,9
7502,187500,TheBooyash,2100,2212,1687,1668,7,9
7506,187600,TheBooyash,2101,2213,1688,1669,7,9
7510,187700,TheBooyash,2102,2214,1689,1670,7,9
7514,187800,TheBooyash,2103,2216,1690,1671,7,9
7518,187900,TheBooyash,2104,2217,1691,1672,7,9
7522,188000,TheBooyash,2105,2218,1692,1673,7,9
7526,188100,TheBooyash,2106,2219,1692,1674,7,9
7530,188200,TheBooyash,2107,2220,1693,1674,7,9
7534,188300,TheBooyash,2108,2221,1694,1675,7,9
7538,188400,TheBooyash,2110,2223,1695,1676,7,9
7542,188500,TheBooyash,2111,2224,1696,1677,7,9
7546,188600,TheBooyash,2112,2225,1697,1678,7,9
7550,188700,TheBooyash,2113,2226,1698,1679,7,9
7554,188800,TheBooyash,2114,2227,1699,1680,7,9
7558,188900,TheBooyash,2115,2229,1700,1681,7,9
7562,189000,TheBooyash,2116,2230,1701,1682,7,9
7566,189100,TheBooyash,2117,2231,1701,1682,7,9
7570,189200,TheBooyash,2119,2232,1702,1683,7,9
7574,189300,TheBooyash,2120,2233,1703,1684,7,9
7578,189400,TheBooyash,2121,2234,1704,1685,7,9
7582,189500,TheBooyash,2122,2236,1705,1686,7,9
7586,189600,TheBooyash,2123,2237,1706,1687,7,9
7590,189700,TheBooyash,2124,2238,1707,1688,7,9
7594,189800,TheBooyash,2125,2239,1708,1689,7,9
7598,189900,TheBooyash,2126,2240,1709,1690,7,9
7602,190000,TheBooyash,2128,2242,1710,1691,7,9
7606,190100,TheBooyash,2129,2243,1710,1691,7,9
7610,190200,TheBooyash,2130,2244,1711,1692,7,9
7614,190300,TheBooyash,2131,2245,1712,1693,7,9
7618,190400,TheBooyash,2132,2246,1713,1694,7,9
7622,190500,TheBooyash,2133,2247,1714,1695,7,9
7626,190600,TheBooyash,2134,2249,1715,1696,7,9
7630,190700,TheBooyash,2135,2250,1716,1697,7,9
7634,190800,TheBooyash,2136,2251,1717,1698,7,9
7638,190900,TheBooyash,2138,2252,1718,1699,7,9
7642,191000,TheBooyash,2139,2253,1719,1699,7,9
7646,191100,TheBooyash,2140,2254,1719,1700,7,9
7650,191200,TheBooyash,2141,2256,1720,1701,7,9
7654,191300,TheBooyash,2142,2257,1721,1702,7,9
7658,191400,TheBooyash,2143,2258,1722,1703,7,9
7662,191500,TheBooyash,2144,2259,1723,1704,7,9
7666,191600,TheBooyash,2145,2260,1724,1705,7,9
7670,191700,TheBooyash,2147,2262,1725,1706,7,9
7674,191800,TheBooyash,2148,2263,1726,1707,7,9
7678,191900,TheBooyash,2149,2264,1727,1707,7,9
7682,192000,TheBooyash,2150,2265,1728,1708,7,9
7686,192100,TheBooyash,2151,2266,1728,1709,7,9
7690,192200,TheBooyash,2152,2267,1729,1710,7,9
7694,192300,TheBooyash,2153,2269,1730,1711,7,9
7698,192400,TheBooyash,2154,2270,1731,1712,7,9
7702,192500,TheBooyash,2156,2271,1732,1713,7,9
7706,192600,TheBooyash,2157,2272,1733,1714,7,9
7710,192700,TheBooyash,2158,2273,1734,1715,7,9
7714,192800,TheBooyash,2159,2275,1735,1715,7,9
7718,192900,TheBooyash,2160,2276,1736,1716,7,9
7722,193000,TheBooyash,2161,2277,1737,1717,7,9
7726,193100,TheBooyash,2162,2278,1737,1718,7,9
7730,193200,TheBooyash,2163,2279,1738,1719,7,9
7734,193300,TheBooyash,2164,2280,1739,1720,7,9
7738,193400,TheBooyash,2166,2282,1740,1721,7,9
7742,193500,TheBooyash,2167,2283,1741,1722,7,9
7746,193600,TheBooyash,2168,2284,1742,1723,7,9
7750,193700,TheBooyash,2169,2285,1743,1723,7,9
7754,193800,TheBooyash,2170,2286,1744,1724,7,9
7758,193900,TheBooyash,2171,2288,1745,1725,7,9
7762,194000,TheBooyash,2172,2289,1746,1726,7,9
7766,194100,TheBooyash,2173,2290,1746,1727,7,9
7770,194200,TheBooyash,2175,2291,1747,1728,7,9
7774,194300,TheBooyash,2176,2292,1748,1729,7,9
7778,194400,TheBooyash,2177,2293,1749,1730,7,9
7782,194500,TheBooyash,2178,2295,1750,1731,7,9
7786,194600,TheBooyash,2179,2296,1751,1731,7,9
7790,194700,TheBooyash,2180,2297,1752,1732,7,9
7794,194800,TheBooyash,2181,2298,1753,1733,7,9
7798,194900,TheBooyash,2182,2299,1754,1734,7,9
7802,195000,TheBooyash,2184,2301,1755,1735,7,9
7806,195100,TheBooyash,2185,2302,1755,1736,7,9
7810,195200,TheBooyash,2186,2303,1756,1737,7,9
7814,195300,TheBooyash,2187,2304,1757,1738,7,9
7818,195400,TheBooyash,2188,2305,1758,1739,7,9
7822,195500,TheBooyash,2189,2306,1759,1739,7,9
7826,195600,TheBooyash,2190,2308,1760,1740,7,9
7830,195700,TheBooyash,2191,2309,1761,1741,7,9
7834,195800,TheBooyash,2192,2310,1762,1742,7,9
7838,195900,TheBooyash,2194,2311,1763,1743,7,9
7842,196000,TheBooyash,2195,2312,1764,1744,7,9
7846,196100,TheBooyash,2196,2313,1764,1745,7,9
7850,196200,TheBooyash,2197,2315,1765,1746,7,9
7854,196300,TheBooyash,2198,2316,1766,1747,7,9
7858,196400,TheBooyash,2199,2317,1767,1747,7,9
7862,196500,TheBooyash,2200,2318,1768,1748,7,9
7866,196600,TheBooyash,2201,2319,1769,1749,7,9
7870,196700,TheBooyash,2203,2321,1770,1750,7,9
7874,196800,TheBooyash,2204,2322,1771,1751,7,9
7878,196900,TheBooyash,2205,2323,1772,1752,7,9
7882,197000,TheBooyash,2206,2324,1773,1753,7,9
7886,197100,TheBooyash,2207,2325,1773,1754,7,9
7890,197200,TheBooyash,2208,2326,1774,1755,7,9
7894,197300,TheBooyash,2209,2328,1775,1755,7,9
7898,197400,TheBooyash,2210,2329,1776,1756,7,9
7902,197500,TheBooyash,2212,2330,1777,1757,7,9
7906,197600,TheBooyash,2213,2331,1778,1758,7,9
7910,197700,TheBooyash,2214,2332,1779,1759,7,9
7914,197800,TheBooyash,2215,2334,1780,1760,7,9
7918,197900,TheBooyash,2216,2335,1781,1761,7,9
7922,198000,TheBooyash,2217,2336,1782,1762,7,9
7926,198100,TheBooyash,2218,2337,1782,1763,7,9
7930,198200,TheBooyash,2219,2338,1783,1763,7,9
7934,198300,TheBooyash,2220,2339,1784,1764,7,9
7938,198400,TheBooyash,2222,2341,1785,1765,7,9
7942,198500,TheBooyash,2223,2342,1786,1766,7,9
7946,198600,TheBooyash,2224,2343,1787,1767,7,9
7950,198700,TheBooyash,2225,2344,1788,1768,7,9
7954,198800,TheBooyash,2226,2345,1789,1769,7,9
7958,198900,TheBooyash,2227,2347,1790,1770,7,9
7962,199000,TheBooyash,2228,2348,1791,1771,7,9
7966,199100,TheBooyash,2229,2349,1791,1771,7,9
7970,199200,TheBooyash,2231,2350,1792,1772,7,9
7974,199300,TheBooyash,2232,2351,1793,1773,7,9
7978,199400,TheBooyash,2233,2352,1794,1774,7,9
7982,199500,TheBooyash,2234,2354,1795,1775,7,9
7986,199600,TheBooyash,2235,2355,1796,1776,7,9
7990,199700,TheBooyash,2236,2356,1797,1777,7,9
7994,199800,TheBooyash,2237,2357,1798,1778,7,9
7998,199900,TheBooyash,2238,2358,1799,1779,7,9
8002,200000,TheBooyash,2240,2360,1800,1780,8,10
8006,200100,TheBooyash,2241,2361,1800,1780,8,10
8010,200200,TheBooyash,2242,2362,1801,1781,8,10
8014,200300,TheBooyash,2243,2363,1802,1782,8,10
8018,200400,TheBooyash,2244,2364,1803,1783,8,10
8022,200500,TheBooyash,2245,2365,1804,1784,8,10
8026,200600,TheBooyash,2246,2367,1805,1785,8,10
8030,200700,TheBooyash,2247,2368,1806,1786,8,10
8034,200800,TheBooyash,2248,2369,1807,1787,8,10
8038,200900,TheBooyash,2250,2370,1808,1788,8,10
8042,201000,TheBooyash,2251,2371,1809,1788,8,10
8046,201100,TheBooyash,2252,2372,1809,1789,8,10
8050,201200,TheBooyash,2253,2374,1810,1790,8,10
8054,201300,TheBooyash,2254,2375,1811,1791,8,10
8058,201400,TheBooyash,2255,2376,1812,1792,8,10
8062,201500,TheBooyash,2256,2377,1813,1793,8,10
8066,201600,TheBooyash,2257,2378,1814,1794,8,10
8070,201700,TheBooyash,2259,2380,1815,1795,8,10
8074,201800,TheBooyash,2260,2381,1816,1796,8,10
8078,201900,TheBooyash,2261,2382,1817,1796,8,10
8082,202000,TheBooyash,2262,2383,1818,1797,8,10
8086,202100,TheBooyash,2263,2384,1818,1798,8,10
8090,202200,TheBooyash,2264,2385,1819,1799,8,10
8094,202300,TheBooyash,2265,2387,1820,1800,8,10
8098,202400,TheBooyash,2266,2388,1821,1801,8,10
8102,202500,TheBooyash,2268,2389,1822,1802,8,10
8106,202600,TheBooyash,2269,2390,1823,1803,8,10
8110,202700,TheBooyash,2270,2391,1824,1804,8,10
8114,202800,TheBooyash,2271,2393,1825,1804,8,10
8118,202900,TheBooyash,2272,2394,1826,1805,8,10
8122,203000,TheBooyash,2273,2395,1827,1806,8,10
8126,203100,TheBooyash,2274,2396,1827,1807,8,10
8130,203200,TheBooyash,2275,2397,1828,1808,8,10
8134,203300,TheBooyash,2276,2398,1829,1809,8,10
8138,203400,TheBooyash,2278,2400,1830,1810,8,10
8142,203500,TheBooyash,2279,2401,1831,1811,8,10
8146,203600,TheBooyash,2280,2402,1832,1812,8,10
8150,203700,TheBooyash,2281,2403,1833,1812,8,10
8154,203800,TheBooyash,2282,2404,1834,1813,8,10
8158,203900,TheBooyash,2283,2406,1835,1814,8,10
8162,204000,TheBooyash,2284,2407,1836,1815,8,10
8166,204100,TheBooyash,2285,2408,1836,1816,8,10
8170,204200,TheBooyash,2287,2409,1837,1817,8,10
8174,204300,TheBooyash,2288,2410,1838,1818,8,10
8178,204400,TheBooyash,2289,2411,1839,1819,8,10
8182,204500,TheBooyash,2290,2413,1840,1820,8,10
8186,204600,TheBooyash,2291,2414,1841,1820,8,10
8190,204700,TheBooyash,2292,2415,1842,1821,8,10
8194,204800,TheBooyash,2293,2416,1843,1822,8,10
8198,204900,TheBooyash,2294,2417,1844,1823,8,10
8202,205000,TheBooyash,2296,2419,1845,1824,8,10
8206,205100,TheBooyash,2297,2420,1845,1825,8,10
8210,205200,TheBooyash,2298,2421,1846,1826,8,10
8214,205300,TheBooyash,2299,2422,1847,1827,8,10
8218,205400,TheBooyash,2300,2423,1848,1828,8,10
8222,205500,TheBooyash,2301,2424,1849,1828,8,10
8226,205600,TheBooyash,2302,2426,1850,1829,8,10
8230,205700,TheBooyash,2303,2427,1851,1830,8,10
8234,205800,TheBooyash,2304,2428,1852,1831,8,10
8238,205900,TheBooyash,2306,2429,1853,1832,8,10
8242,206000,TheBooyash,2307,2430,1854,1833,8,10
8246,206100,TheBooyash,2308,2431,1854,1834,8,10
8250,206200,TheBooyash,2309,2433,1855,1835,8,10
8254,206300,TheBooyash,2310,2434,1856,1836,8,10
8258,206400,TheBooyash,2311,2435,1857,1836,8,10
8262,206500,TheBooyash,2312,2436,1858,1837,8,10
8266,206600,TheBooyash,2313,2437,1859,1838,8,10
8270,206700,TheBooyash,2315,2439,1860,1839,8,10
8274,206800,TheBooyash,2316,2440,1861,1840,8,10
8278,206900,TheBooyash,2317,2441,1862,1841,8,10
8282,207000,TheBooyash,2318,2442,1863,1842,8,10
8286,207100,TheBooyash,2319,2443,1863,1843,8,10
8290,207200,TheBooyash,2320,2444,1864,1844,8,10
8294,207300,TheBooyash,2321,2446,1865,1844,8,10
8298,207400,TheBooyash,2322,2447,1866,1845,8,10
8302,207500,TheBooyash,2324,2448,1867,1846,8,10
8306,207600,TheBooyash,2325,2449,1868,1847,8,10
8310,207700,TheBooyash,2326,2450,1869,1848,8,10
8314,207800,TheBooyash,2327,2452,1870,1849,8,10
8318,207900,TheBooyash,2328,2453,1871,1850,8,10
8322,208000,TheBooyash,2329,2454,1872,1851,8,10
8326,208100,TheBooyash,2330,2455,1872,1852,8,10
8330,208200,TheBooyash,2331,2456,1873,1852,8,10
