,time,player,wood,food,gold,stone,vils,mils
12668,316700,TheMustache,3483,3800,3008,2691,15,22
12672,316800,TheMustache,3484,3801,3009,2692,15,22
12676,316900,TheMustache,3485,3802,3010,2693,15,22
12680,317000,TheMustache,3487,3804,3011,2694,15,22
12684,317100,TheMustache,3488,3805,3012,2695,15,22
12688,317200,TheMustache,3489,3806,3013,2696,15,22
12692,317300,TheMustache,3490,3807,3014,2697,15,22
12696,317400,TheMustache,3491,3808,3015,2697,15,22
12700,317500,TheMustache,3492,3810,3016,2698,15,22
12704,317600,TheMustache,3493,3811,3017,2699,15,22
12708,317700,TheMustache,3494,3812,3018,2700,15,22
12712,317800,TheMustache,3495,3813,3019,2701,15,22
12716,317900,TheMustache,3496,3814,3020,2702,15,22
12720,318000,TheMustache,3498,3816,3021,2703,15,22
12724,318100,TheMustache,3499,3817,3021,2703,15,22
12728,318200,TheMustache,3500,3818,3022,2704,15,22
12732,318300,TheMustache,3501,3819,3023,2705,15,22
12736,318400,TheMustache,3502,3820,3024,2706,15,22
12740,318500,TheMustache,3503,3822,3025,2707,15,22
12744,318600,TheMustache,3504,3823,3026,2708,15,22
12748,318700,TheMustache,3505,3824,3027,2708,15,22
12752,318800,TheMustache,3506,3825,3028,2709,15,22
12756,318900,TheMustache,3507,3826,3029,2710,15,22
12760,319000,TheMustache,3509,3828,3030,2711,15,22
12764,319100,TheMustache,3510,3829,3031,2712,15,22
12768,319200,TheMustache,3511,3830,3032,2713,15,22
12772,319300,TheMustache,3512,3831,3033,2714,15,22
12776,319400,TheMustache,3513,3832,3034,2714,15,22
12780,319500,TheMustache,3514,3834,3035,2715,15,22
12784,319600,TheMustache,3515,3835,3036,2716,15,22
12788,319700,TheMustache,3516,3836,3037,2717,15,22
12792,319800,TheMustache,3517,3837,3038,2718,15,22
12796,319900,TheMustache,3518,3838,3039,2719,15,22
12800,320000,TheMustache,3520,3840,3040,2720,16,22
12804,320100,TheMustache,3521,3841,3040,2720,16,22
12808,320200,TheMustache,3522,3842,3041,2721,16,22
12812,320300,TheMustache,3523,3843,3042,2722,16,22
12816,320400,TheMustache,3524,3844,3043,2723,16,22
12820,320500,TheMustache,3525,3846,3044,2724,16,22
12824,320600,TheMustache,3526,3847,3045,2725,16,22
12828,320700,TheMustache,3527,3848,3046,2725,16,22
12832,320800,TheMustache,3528,3849,3047,2726,16,22
12836,320900,TheMustache,3529,3850,3048,2727,16,22
12840,321000,TheMustache,3531,3852,3049,2728,16,22
12844,321100,TheMustache,3532,3853,3050,2729,16,22
12848,321200,TheMustache,3533,3854,3051,2730,16,22
12852,321300,TheMustache,3534,3855,3052,2731,16,22
12856,321400,TheMustache,3535,3856,3053,2731,16,22
12860,321500,TheMustache,3536,3858,3054,2732,16,22
12864,321600,TheMustache,3537,3859,3055,2733,16,22
12868,321700,TheMustache,3538,3860,3056,2734,16,22
12872,321800,TheMustache,3539,3861,3057,2735,16,22
12876,321900,TheMustache,3540,3862,3058,2736,16,22
12880,322000,TheMustache,3542,3864,3059,2737,16,22
12884,322100,TheMustache,3543,3865,3059,2737,16,22
12888,322200,TheMustache,3544,3866,3060,2738,16,22
12892,322300,TheMustache,3545,3867,3061,2739,16,22
12896,322400,TheMustache,3546,3868,3062,2740,16,22
12900,322500,TheMustache,3547,3870,3063,2741,16,22
12904,322600,TheMustache,3548,3871,3064,2742,16,22
12908,322700,TheMustache,3549,3872,3065,2742,16,22
12912,322800,TheMustache,3550,3873,3066,2743,16,22
12916,322900,TheMustache,3551,3874,3067,2744,16,22
12920,323000,TheMustache,3553,3876,3068,2745,16,22
12924,323100,TheMustache,3554,3877,3069,2746,16,22
12928,323200,TheMustache,3555,3878,3070,2747,16,22
12932,323300,TheMustache,3556,3879,3071,2748,16,22
12936,323400,TheMustache,3557,3880,3072,2748,16,22
12940,323500,TheMustache,3558,3882,3073,2749,16,22
12944,323600,TheMustache,3559,3883,3074,2750,16,22
12948,323700,TheMustache,3560,3884,3075,2751,16,22
12952,323800,TheMustache,3561,3885,3076,2752,16,22
12956,323900,TheMustache,3562,3886,3077,2753,16,22
12960,324000,TheMustache,3564,3888,3078,2754,16,22
12964,324100,TheMustache,3565,3889,3078,2754,16,22
12968,324200,TheMustache,3566,3890,3079,2755,16,22
12972,324300,TheMustache,3567,3891,3080,2756,16,22
12976,324400,TheMustache,3568,3892,3081,2757,16,22
12980,324500,TheMustache,3569,3894,3082,2758,16,22
12984,324600,TheMustache,3570,3895,3083,2759,16,22
12988,324700,TheMustache,3571,3896,3084,2759,16,22
12992,324800,TheMustache,3572,3897,3085,2760,16,22
12996,324900,TheMustache,3573,3898,3086,2761,16,22
13000,325000,TheMustache,3575,3900,3087,2762,16,22
13004,325100,TheMustache,3576,3901,3088,2763,16,22
13008,325200,TheMustache,3577,3902,3089,2764,16,22
13012,325300,TheMustache,3578,3903,3090,2765,16,22
13016,325400,TheMustache,3579,3904,3091,2765,16,22
13020,325500,TheMustache,3580,3906,3092,2766,16,22
13024,325600,TheMustache,3581,3907,3093,2767,16,22
13028,325700,TheMustache,3582,3908,3094,2768,16,22
13032,325800,TheMustache,3583,3909,3095,2769,16,22
13036,325900,TheMustache,3584,3910,3096,2770,16,22
13040,326000,TheMustache,3586,3912,3097,2771,16,22
13044,326100,TheMustache,3587,3913,3097,2771,16,22
13048,326200,TheMustache,3588,3914,3098,2772,16,22
13052,326300,TheMustache,3589,3915,3099,2773,16,22
13056,326400,TheMustache,3590,3916,3100,2774,16,22
13060,326500,TheMustache,3591,3918,3101,2775,16,22
13064,326600,TheMustache,3592,3919,3102,2776,16,22
13068,326700,TheMustache,3593,3920,3103,2776,16,22
13072,326800,TheMustache,3594,3921,3104,2777,16,22
13076,326900,TheMustache,3595,3922,3105,2778,16,22
13080,327000,TheMustache,3597,3924,3106,2779,16,22
13084,327100,TheMustache,3598,3925,3107,2780,16,22
13088,327200,TheMustache,3599,3926,3108,2781,16,22
13092,327300,TheMustache,3600,3927,3109,2782,16,22
13096,327400,TheMustache,3601,3928,3110,2782,16,22
13100,327500,TheMustache,3602,3930,3111,2783,16,22
13104,327600,TheMustache,3603,3931,3112,2784,16,22
13108,327700,TheMustache,3604,3932,3113,2785,16,22
13112,327800,TheMustache,3605,3933,3114,2786,16,22
13116,327900,TheMustache,3606,3934,3115,2787,16,22
13120,328000,TheMustache,3608,3936,3116,2788,16,22
13124,328100,TheMustache,3609,3937,3116,2788,16,22
13128,328200,TheMustache,3610,3938,3117,2789,16,22
13132,328300,TheMustache,3611,3939,3118,2790,16,22
13136,328400,TheMustache,3612,3940,3119,2791,16,22
13140,328500,TheMustache,3613,3942,3120,2792,16,22
13144,328600,TheMustache,3614,3943,3121,2793,16,23
13148,328700,TheMustache,3615,3944,3122,2793,16,23
13152,328800,TheMustache,3616,3945,3123,2794,16,23
13156,328900,TheMustache,3617,3946,3124,2795,16,23
13160,329000,TheMustache,3619,3948,3125,2796,16,23
13164,329100,TheMustache,3620,3949,3126,2797,16,23
13168,329200,TheMustache,3621,3950,3127,2798,16,23
13172,329300,TheMustache,3622,3951,3128,2799,16,23
13176,329400,TheMustache,3623,3952,3129,2799,16,23
13180,329500,TheMustache,3624,3954,3130,2800,16,23
13184,329600,TheMustache,3625,3955,3131,2801,16,23
13188,329700,TheMustache,3626,3956,3132,2802,16,23
13192,329800,TheMustache,3627,3957,3133,2803,16,23
13196,329900,TheMustache,3628,3958,3134,2804,16,23
13200,330000,TheMustache,3630,3960,3135,2805,16,23
13204,330100,TheMustache,3631,3961,3135,2805,16,23
13208,330200,TheMustache,3632,3962,3136,2806,16,23
13212,330300,TheMustache,3633,3963,3137,2807,16,23
13216,330400,TheMustache,3634,3964,3138,2808,16,23
13220,330500,TheMustache,3635,3966,3139,2809,16,23
13224,330600,TheMustache,3636,3967,3140,2810,16,23
13228,330700,TheMustache,3637,3968,3141,2810,16,23
13232,330800,TheMustache,3638,3969,3142,2811,16,23
13236,330900,TheMustache,3639,3970,3143,2812,16,23
13240,331000,TheMustache,3641,3972,3144,2813,16,23
13244,331100,TheMustache,3642,3973,3145,2814,16,23
13248,331200,TheMustache,3643,3974,3146,2815,16,23
13252,331300,TheMustache,3644,3975,3147,2816,16,23
13256,331400,TheMustache,3645,3976,3148,2816,16,23
13260,331500,TheMustache,3646,3978,3149,2817,16,23
13264,331600,TheMustache,3647,3979,3150,2818,16,23
13268,331700,TheMustache,3648,3980,3151,2819,16,23
13272,331800,TheMustache,3649,3981,3152,2820,16,23
13276,331900,TheMustache,3650,3982,3153,2821,16,23
13280,332000,TheMustache,3652,3984,3154,2822,16,23
13284,332100,TheMustache,3653,3985,3154,2822,16,23
13288,332200,TheMustache,3654,3986,3155,2823,16,23
13292,332300,TheMustache,3655,3987,3156,2824,16,23
13296,332400,TheMustache,3656,3988,3157,2825,16,23
13300,332500,TheMustache,3657,3990,3158,2826,16,23
13304,332600,TheMustache,3658,3991,3159,2827,16,23
13308,332700,TheMustache,3659,3992,3160,2827,16,23
13312,332800,TheMustache,3660,3993,3161,2828,16,23
13316,332900,TheMustache,3661,3994,3162,2829,16,23
13320,333000,TheMustache,3663,3996,3163,2830,16,23
13324,333100,TheMustache,3664,3997,3164,2831,16,23
13328,333200,TheMustache,3665,3998,3165,2832,16,23
13332,333300,TheMustache,3666,3999,3166,2833,16,23
13336,333400,TheMustache,3667,4000,3167,2833,16,23
13340,333500,TheMustache,3668,4002,3168,2834,16,23
13344,333600,TheMustache,3669,4003,3169,2835,16,23
13348,333700,TheMustache,3670,4004,3170,2836,16,23
13352,333800,TheMustache,3671,4005,3171,2837,16,23
13356,333900,TheMustache,3672,4006,3172,2838,16,23
13360,334000,TheMustache,3674,4008,3173,2839,16,23
13364,334100,TheMustache,3675,4009,3173,2839,16,23
13368,334200,TheMustache,3676,4010,3174,2840,16,23
13372,334300,TheMustache,3677,4011,3175,2841,16,23
13376,334400,TheMustache,3678,4012,3176,2842,16,23
13380,334500,TheMustache,3679,4014,3177,2843,16,23
13384,334600,TheMustache,3680,4015,3178,2844,16,23
13388,334700,TheMustache,3681,4016,3179,2844,16,23
13392,334800,TheMustache,3682,4017,3180,2845,16,23
13396,334900,TheMustache,3683,4018,3181,2846,16,23
13400,335000,TheMustache,3685,4020,3182,2847,16,23
13404,335100,TheMustache,3686,4021,3183,2848,16,23
13408,335200,TheMustache,3687,4022,3184,2849,16,23
13412,335300,TheMustache,3688,4023,3185,2850,16,23
13416,335400,TheMustache,3689,4024,3186,2850,16,23
13420,335500,TheMustache,3690,4026,3187,2851,16,23
13424,335600,TheMustache,3691,4027,3188,2852,16,23
13428,335700,TheMustache,3692,4028,3189,2853,16,23
13432,335800,TheMustache,3693,4029,3190,2854,16,23
13436,335900,TheMustache,3694,4030,3191,2855,16,23
13440,336000,TheMustache,3696,4032,3192,2856,16,23
13444,336100,TheMustache,3697,4033,3192,2856,16,23
13448,336200,TheMustache,3698,4034,3193,2857,16,23
13452,336300,TheMustache,3699,4035,3194,2858,16,23
13456,336400,TheMustache,3700,4036,3195,2859,16,23
13460,336500,TheMustache,3701,4038,3196,2860,16,23
13464,336600,TheMustache,3702,4039,3197,2861,16,23
13468,336700,TheMustache,3703,4040,3198,2861,16,23
13472,336800,TheMustache,3704,4041,3199,2862,16,23
13476,336900,TheMustache,3705,4042,3200,2863,16,23
13480,337000,TheMustache,3707,4044,3201,2864,16,23
13484,337100,TheMustache,3708,4045,3202,2865,16,23
13488,337200,TheMustache,3709,4046,3203,2866,16,23
13492,337300,TheMustache,3710,4047,3204,2867,16,23
13496,337400,TheMustache,3711,4048,3205,2867,16,23
13500,337500,TheMustache,3712,4050,3206,2868,16,23
13504,337600,TheMustache,3713,4051,3207,2869,16,23
13508,337700,TheMustache,3714,4052,3208,2870,16,23
13512,337800,TheMustache,3715,4053,3209,2871,16,23
13516,337900,TheMustache,3716,4054,3210,2872,16,23
13520,338000,TheMustache,3718,4056,3211,2873,16,23
13524,338100,TheMustache,3719,4057,3211,2873,16,23
13528,338200,TheMustache,3720,4058,3212,2874,16,23
13532,338300,TheMustache,3721,4059,3213,2875,16,23
13536,338400,TheMustache,3722,4060,3214,2876,16,23
13540,338500,TheMustache,3723,4062,3215,2877,16,23
13544,338600,TheMustache,3724,4063,3216,2878,16,23
13548,338700,TheMustache,3725,4064,3217,2878,16,23
13552,338800,TheMustache,3726,4065,3218,2879,16,23
13556,338900,TheMustache,3727,4066,3219,2880,16,23
13560,339000,TheMustache,3729,4068,3220,2881,16,23
13564,339100,TheMustache,3730,4069,3221,2882,16,23
13568,339200,TheMustache,3731,4070,3222,2883,16,23
13572,339300,TheMustache,3732,4071,3223,2884,16,23
13576,339400,TheMustache,3733,4072,3224,2884,16,23
13580,339500,TheMustache,3734,4074,3225,2885,16,23
13584,339600,TheMustache,3735,4075,3226,2886,16,23
13588,339700,TheMustache,3736,4076,3227,2887,16,23
13592,339800,TheMustache,3737,4077,3228,2888,16,23
13596,339900,TheMustache,3738,4078,3229,2889,16,23
13600,340000,TheMustache,3740,4080,3230,2890,17,23
13604,340100,TheMustache,3741,4081,3230,2890,17,23
13608,340200,TheMustache,3742,4082,3231,2891,17,23
13612,340300,TheMustache,3743,4083,3232,2892,17,23
13616,340400,TheMustache,3744,4084,3233,2893,17,23
13620,340500,TheMustache,3745,4086,3234,2894,17,23
13624,340600,TheMustache,3746,4087,3235,2895,17,23
13628,340700,TheMustache,3747,4088,3236,2895,17,23
13632,340800,TheMustache,3748,4089,3237,2896,17,23
13636,340900,TheMustache,3749,4090,3238,2897,17,23
13640,341000,TheMustache,3751,4092,3239,2898,17,23
13644,341100,TheMustache,3752,4093,3240,2899,17,23
13648,341200,TheMustache,3753,4094,3241,2900,17,23
13652,341300,TheMustache,3754,4095,3242,2901,17,23
13656,341400,TheMustache,3755,4096,3243,2901,17,23
13660,341500,TheMustache,3756,4098,3244,2902,17,23
13664,341600,TheMustache,3757,4099,3245,2903,17,23
13668,341700,TheMustache,3758,4100,3246,2904,17,23
13672,341800,TheMustache,3759,4101,3247,2905,17,23
13676,341900,TheMustache,3760,4102,3248,2906,17,23
13680,342000,TheMustache,3762,4104,3249,2907,17,23
13684,342100,TheMustache,3763,4105,3249,2907,17,23
13688,342200,TheMustache,3764,4106,3250,2908,17,23
13692,342300,TheMustache,3765,4107,3251,2909,17,23
13696,342400,TheMustache,3766,4108,3252,2910,17,23
13700,342500,TheMustache,3767,4110,3253,2911,17,23
13704,342600,TheMustache,3768,4111,3254,2912,17,23
13708,342700,TheMustache,3769,4112,3255,2912,17,23
13712,342800,TheMustache,3770,4113,3256,2913,17,23
13716,342900,TheMustache,3771,4114,3257,2914,17,24
13720,343000,TheMustache,3773,4116,3258,2915,17,24
13724,343100,TheMustache,3774,4117,3259,2916,17,24
13728,343200,TheMustache,3775,4118,3260,2917,17,24
13732,343300,TheMustache,3776,4119,3261,2918,17,24
13736,343400,TheMustache,3777,4120,3262,2918,17,24
13740,343500,TheMustache,3778,4122,3263,2919,17,24
13744,343600,TheMustache,3779,4123,3264,2920,17,24
13748,343700,TheMustache,3780,4124,3265,2921,17,24
13752,343800,TheMustache,3781,4125,3266,2922,17,24
13756,343900,TheMustache,3782,4126,3267,2923,17,24
13760,344000,TheMustache,3784,4128,3268,2924,17,24
13764,344100,TheMustache,3785,4129,3268,2924,17,24
13768,344200,TheMustache,3786,4130,3269,2925,17,24
13772,344300,TheMustache,3787,4131,3270,2926,17,24
13776,344400,TheMustache,3788,4132,3271,2927,17,24
13780,344500,TheMustache,3789,4134,3272,2928,17,24
13784,344600,TheMustache,3790,4135,3273,2929,17,24
13788,344700,TheMustache,3791,4136,3274,2929,17,24
13792,344800,TheMustache,3792,4137,3275,2930,17,24
13796,344900,TheMustache,3793,4138,3276,2931,17,24
13800,345000,TheMustache,3795,4140,3277,2932,17,24
13804,345100,TheMustache,3796,4141,3278,2933,17,24
13808,345200,TheMustache,3797,4142,3279,2934,17,24
13812,345300,TheMustache,3798,4143,3280,2935,17,24
13816,345400,TheMustache,3799,4144,3281,2935,17,24
13820,345500,TheMustache,3800,4146,3282,2936,17,24
13824,345600,TheMustache,3801,4147,3283,2937,17,24
13828,345700,TheMustache,3802,4148,3284,2938,17,24
13832,345800,TheMustache,3803,4149,3285,2939,17,24
13836,345900,TheMustache,3804,4150,3286,2940,17,24
13840,346000,TheMustache,3806,4152,3287,2941,17,24
13844,346100,TheMustache,3807,4153,3287,2941,17,24
13848,346200,TheMustache,3808,4154,3288,2942,17,24
13852,346300,TheMustache,3809,4155,3289,2943,17,24
13856,346400,TheMustache,3810,4156,3290,2944,17,24
13860,346500,TheMustache,3811,4158,3291,2945,17,24
13864,346600,TheMustache,3812,4159,3292,2946,17,24
13868,346700,TheMustache,3813,4160,3293,2946,17,24
13872,346800,TheMustache,3814,4161,3294,2947,17,24
13876,346900,TheMustache,3815,4162,3295,2948,17,24
13880,347000,TheMustache,3817,4164,3296,2949,17,24
13884,347100,TheMustache,3818,4165,3297,2950,17,24
13888,347200,TheMustache,3819,4166,3298,2951,17,24
13892,347300,TheMustache,3820,4167,3299,2952,17,24
13896,347400,TheMustache,3821,4168,3300,2952,17,24
13900,347500,TheMustache,3822,4170,3301,2953,17,24
13904,347600,TheMustache,3823,4171,3302,2954,17,24
13908,347700,TheMustache,3824,4172,3303,2955,17,24
13912,347800,TheMustache,3825,4173,3304,2956,17,24
13916,347900,TheMustache,3826,4174,3305,2957,17,24
13920,348000,TheMustache,3828,4176,3306,2958,17,24
13924,348100,TheMustache,3829,4177,3306,2958,17,24
13928,348200,TheMustache,3830,4178,3307,2959,17,24
13932,348300,TheMustache,3831,4179,3308,2960,17,24
13936,348400,TheMustache,3832,4180,3309,2961,17,24
13940,348500,TheMustache,3833,4182,3310,2962,17,24
13944,348600,TheMustache,3834,4183,3311,2963,17,24
13948,348700,TheMustache,3835,4184,3312,2963,17,24
13952,348800,TheMustache,3836,4185,3313,2964,17,24
13956,348900,TheMustache,3837,4186,3314,2965,17,24
13960,349000,TheMustache,3839,4188,3315,2966,17,24
13964,349100,TheMustache,3840,4189,3316,2967,17,24
13968,349200,TheMustache,3841,4190,3317,2968,17,24
13972,349300,TheMustache,3842,4191,3318,2969,17,24
13976,349400,TheMustache,3843,4192,3319,2969,17,24
13980,349500,TheMustache,3844,4194,3320,2970,17,24
13984,349600,TheMustache,3845,4195,3321,2971,17,24
13988,349700,TheMustache,3846,4196,3322,2972,17,24
13992,349800,TheMustache,3847,4197,3323,2973,17,24
13996,349900,TheMustache,3848,4198,3324,2974,17,24
14000,350000,TheMustache,3850,4200,3325,2975,17,24
14004,350100,TheMustache,3851,4201,3325,2975,17,24
14008,350200,TheMustache,3852,4202,3326,2976,17,24
14012,350300,TheMustache,3853,4203,3327,2977,17,24
14016,350400,TheMustache,3854,4204,3328,2978,17,24
14020,350500,TheMustache,3855,4206,3329,2979,17,24
14024,350600,TheMustache,3856,4207,3330,2980,17,24
14028,350700,TheMustache,3857,4208,3331,2980,17,24
14032,350800,TheMustache,3858,4209,3332,2981,17,24
14036,350900,TheMustache,3859,4210,3333,2982,17,24
14040,351000,TheMustache,3861,4212,3334,2983,17,24
14044,351100,TheMustache,3862,4213,3335,2984,17,24
14048,351200,TheMustache,3863,4214,3336,2985,17,24
14052,351300,TheMustache,3864,4215,3337,2986,17,24
14056,351400,TheMustache,3865,4216,3338,2986,17,24
14060,351500,TheMustache,3866,4218,3339,2987,17,24
14064,351600,TheMustache,3867,4219,3340,2988,17,24
14068,351700,TheMustache,3868,4220,3341,2989,17,24
14072,351800,TheMustache,3869,4221,3342,2990,17,24
14076,351900,TheMustache,3870,4222,3343,2991,17,24
14080,352000,TheMustache,3872,4224,3344,2992,17,24
14084,352100,TheMustache,3873,4225,3344,2992,17,24
14088,352200,TheMustache,3874,4226,3345,2993,17,24
14092,352300,TheMustache,3875,4227,3346,2994,17,24
14096,352400,TheMustache,3876,4228,3347,2995,17,24
14100,352500,TheMustache,3877,4230,3348,2996,17,24
14104,352600,TheMustache,3878,4231,3349,2997,17,24
14108,352700,TheMustache,3879,4232,3350,2997,17,24
14112,352800,TheMustache,3880,4233,3351,2998,17,24
14116,352900,TheMustache,3881,4234,3352,2999,17,24
14120,353000,TheMustache,3883,4236,3353,3000,17,24
14124,353100,TheMustache,3884,4237,3354,3001,17,24
14128,353200,TheMustache,3885,4238,3355,3002,17,24
14132,353300,TheMustache,3886,4239,3356,3003,17,24
14136,353400,TheMustache,3887,4240,3357,3003,17,24
14140,353500,TheMustache,3888,4242,3358,3004,17,24
14144,353600,TheMustache,3889,4243,3359,3005,17,24
14148,353700,TheMustache,3890,4244,3360,3006,17,24
14152,353800,TheMustache,3891,4245,3361,3007,17,24
14156,353900,TheMustache,3892,4246,3362,3008,17,24
14160,354000,TheMustache,3894,4248,3363,3009,17,24
14164,354100,TheMustache,3895,4249,3363,3009,17,24
14168,354200,TheMustache,3896,4250,3364,3010,17,24
14172,354300,TheMustache,3897,4251,3365,3011,17,24
14176,354400,TheMustache,3898,4252,3366,3012,17,24
14180,354500,TheMustache,3899,4254,3367,3013,17,24
14184,354600,TheMustache,3900,4255,3368,3014,17,24
14188,354700,TheMustache,3901,4256,3369,3014,17,24
14192,354800,TheMustache,3902,4257,3370,3015,17,24
14196,354900,TheMustache,3903,4258,3371,3016,17,24
14200,355000,TheMustache,3905,4260,3372,3017,17,24
14204,355100,TheMustache,3906,4261,3373,3018,17,24
14208,355200,TheMustache,3907,4262,3374,3019,17,24
14212,355300,TheMustache,3908,4263,3375,3020,17,24
14216,355400,TheMustache,3909,4264,3376,3020,17,24
14220,355500,TheMustache,3910,4266,3377,3021,17,24
14224,355600,TheMustache,3911,4267,3378,3022,17,24
14228,355700,TheMustache,3912,4268,3379,3023,17,24
14232,355800,TheMustache,3913,4269,3380,3024,17,24
14236,355900,TheMustache,3914,4270,3381,3025,17,24
14240,356000,TheMustache,3916,4272,3382,3026,17,24
14244,356100,TheMustache,3917,4273,3382,3026,17,24
14248,356200,TheMustache,3918,4274,3383,3027,17,24
14252,356300,TheMustache,3919,4275,3384,3028,17,24
14256,356400,TheMustache,3920,4276,3385,3029,17,24
14260,356500,TheMustache,3921,4278,3386,3030,17,24
14264,356600,TheMustache,3922,4279,3387,3031,17,24
14268,356700,TheMustache,3923,4280,3388,3031,17,24
14272,356800,TheMustache,3924,4281,3389,3032,17,24
14276,356900,TheMustache,3925,4282,3390,3033,17,24
14280,357000,TheMustache,3927,4284,3391,3034,17,24
14284,357100,TheMustache,3928,4285,3392,3035,17,24
14288,357200,TheMustache,3929,4286,3393,3036,17,25
14292,357300,TheMustache,3930,4287,3394,3037,17,25
14296,357400,TheMustache,3931,4288,3395,3037,17,25
14300,357500,TheMustache,3932,4290,3396,3038,17,25
14304,357600,TheMustache,3933,4291,3397,3039,17,25
14308,357700,TheMustache,3934,4292,3398,3040,17,25
14312,357800,TheMustache,3935,4293,3399,3041,17,25
14316,357900,TheMustache,3936,4294,3400,3042,17,25
14320,358000,TheMustache,3938,4296,3401,3043,17,25
14324,358100,TheMustache,3939,4297,3401,3043,17,25
14328,358200,TheMustache,3940,4298,3402,3044,17,25
14332,358300,TheMustache,3941,4299,3403,3045,17,25
14336,358400,TheMustache,3942,4300,3404,3046,17,25
14340,358500,TheMustache,3943,4302,3405,3047,17,25
14344,358600,TheMustache,3944,4303,3406,3048,17,25
14348,358700,TheMustache,3945,4304,3407,3048,17,25
14352,358800,TheMustache,3946,4305,3408,3049,17,25
14356,358900,TheMustache,3947,4306,3409,3050,17,25
14360,359000,TheMustache,3949,4308,3410,3051,17,25
14364,359100,TheMustache,3950,4309,3411,3052,17,25
14368,359200,TheMustache,3951,4310,3412,3053,17,25
14372,359300,TheMustache,3952,4311,3413,3054,17,25
14376,359400,TheMustache,3953,4312,3414,3054,17,25
14380,359500,TheMustache,3954,4314,3415,3055,17,25
14384,359600,TheMustache,3955,4315,3416,3056,17,25
14388,359700,TheMustache,3956,4316,3417,3057,17,25
14392,359800,TheMustache,3957,4317,3418,3058,17,25
14396,359900,TheMustache,3958,4318,3419,3059,17,25
14400,360000,TheMustache,3960,4320,3420,3060,18,25
14404,360100,TheMustache,3961,4321,3420,3060,18,25
14408,360200,TheMustache,3962,4322,3421,3061,18,25
14412,360300,TheMustache,3963,4323,3422,3062,18,25
14416,360400,TheMustache,3964,4324,3423,3063,18,25
14420,360500,TheMustache,3965,4326,3424,3064,18,25
14424,360600,TheMustache,3966,4327,3425,3065,18,25
14428,360700,TheMustache,3967,4328,3426,3065,18,25
14432,360800,TheMustache,3968,4329,3427,3066,18,25
14436,360900,TheMustache,3969,4330,3428,3067,18,25
14440,361000,TheMustache,3971,4332,3429,3068,18,25
14444,361100,TheMustache,3972,4333,3430,3069,18,25
14448,361200,TheMustache,3973,4334,3431,3070,18,25
14452,361300,TheMustache,3974,4335,3432,3071,18,25
14456,361400,TheMustache,3975,4336,3433,3071,18,25
14460,361500,TheMustache,3976,4338,3434,3072,18,25
14464,361600,TheMustache,3977,4339,3435,3073,18,25
14468,361700,TheMustache,3978,4340,3436,3074,18,25
14472,361800,TheMustache,3979,4341,3437,3075,18,25
14476,361900,TheMustache,3980,4342,3438,3076,18,25
14480,362000,TheMustache,3982,4344,3439,3077,18,25
14484,362100,TheMustache,3983,4345,3439,3077,18,25
14488,362200,TheMustache,3984,4346,3440,3078,18,25
14492,362300,TheMustache,3985,4347,3441,3079,18,25
14496,362400,TheMustache,3986,4348,3442,3080,18,25
14500,362500,TheMustache,3987,4350,3443,3081,18,25
14504,362600,TheMustache,3988,4351,3444,3082,18,25
14508,362700,TheMustache,3989,4352,3445,3082,18,25
14512,362800,TheMustache,3990,4353,3446,3083,18,25
14516,362900,TheMustache,3991,4354,3447,3084,18,25
14520,363000,TheMustache,3993,4356,3448,3085,18,25
14524,363100,TheMustache,3994,4357,3449,3086,18,25
14528,363200,TheMustache,3995,4358,3450,3087,18,25
14532,363300,TheMustache,3996,4359,3451,3088,18,25
14536,363400,TheMustache,3997,4360,3452,3088,18,25
14540,363500,TheMustache,3998,4362,3453,3089,18,25
14544,363600,TheMustache,3999,4363,3454,3090,18,25
14548,363700,TheMustache,4000,4364,3455,3091,18,25
14552,363800,TheMustache,4001,4365,3456,3092,18,25
14556,363900,TheMustache,4002,4366,3457,3093,18,25
14560,364000,TheMustache,4004,4368,3458,3094,18,25
14564,364100,TheMustache,4005,4369,3458,3094,18,25
14568,364200,TheMustache,4006,4370,3459,3095,18,25
14572,364300,TheMustache,4007,4371,3460,3096,18,25
14576,364400,TheMustache,4008,4372,3461,3097,18,25
14580,364500,TheMustache,4009,4374,3462,3098,18,25
14584,364600,TheMustache,4010,4375,3463,3099,18,25
14588,364700,TheMustache,4011,4376,3464,3099,18,25
14592,364800,TheMustache,4012,4377,3465,3100,18,25
14596,364900,TheMustache,4013,4378,3466,3101,18,25
14600,365000,TheMustache,4015,4380,3467,3102,18,25
14604,365100,TheMustache,4016,4381,3468,3103,18,25
14608,365200,TheMustache,4017,4382,3469,3104,18,25
14612,365300,TheMustache,4018,4383,3470,3105,18,25
14616,365400,TheMustache,4019,4384,3471,3105,18,25
14620,365500,TheMustache,4020,4386,3472,3106,18,25
14624,365600,TheMustache,4021,4387,3473,3107,18,25
14628,365700,TheMustache,4022,4388,3474,3108,18,25
14632,365800,TheMustache,4023,4389,3475,3109,18,25
14636,365900,TheMustache,4024,4390,3476,3110,18,25
14640,366000,TheMustache,4026,4392,3477,3111,18,25
14644,366100,TheMustache,4027,4393,3477,3111,18,25
14648,366200,TheMustache,4028,4394,3478,3112,18,25
14652,366300,TheMustache,4029,4395,3479,3113,18,25
14656,366400,TheMustache,4030,4396,3480,3114,18,25
14660,366500,TheMustache,4031,4398,3481,3115,18,25
